marca,modelo,ano,km,preco_numerico,consumo_urbano_km_l,consumo_estrada_km_l,custo_manutencao_anual,confiabilidade,tipo_veiculo_classificado,segmento,codigoFipe,mesReferencia,anoReferencia
Jaguar,X-Type SE 2.5 V6 194cv,2009,232958,63293.0,11.4,15.9,2060,7.8,Hatchback,Popular,016013-0,6,2019
Jaguar,X-Type SE 2.5 V6 194cv,2022,28283,145930.0,12.3,14.4,2426,6.1,Hatchback,Médio,016013-0,9,2002
Jaguar,X-Type SE 3.0 V6 231cv,2009,244536,110215.0,13.0,13.9,2179,6.8,Hatchback,Médio,016014-8,4,2013
Jaguar,X-Type SE 3.0 V6 231cv,2022,26267,200247.0,11.2,13.6,4030,6.5,Hatchback,Premium,016014-8,7,2003
Jaguar,XE 2.0 R-Dynamic S 250cv Aut.,2022,25073,371400.0,12.7,15.1,4214,7.6,Hatchback,Premium,016072-5,6,2022
Jaguar,XE 2.0 Turbocharged Edition Aut.,2019,85756,230725.0,13.6,15.7,4446,7.9,Hatchback,Premium,016070-9,7,2022
Jaguar,XE 2.0 Turbocharged Edition Aut.,2022,33245,247576.0,11.2,15.3,4156,6.0,Hatchback,Premium,016070-9,3,2020
Jaguar,XE 2.0 Turbocharged Pure 240cv Aut.,2017,100052,142263.0,11.8,16.0,2276,6.7,Hatchback,Médio,016043-1,3,2021
Jaguar,XE 2.0 Turbocharged Pure 240cv Aut.,2022,30759,173633.0,11.4,16.6,4779,6.0,Hatchback,Premium,016043-1,6,2016
Jaguar,XE 2.0 Turbocharged R-Sport Aut.,2019,75799,205219.0,11.3,13.9,3630,6.6,Hatchback,Premium,016044-0,11,2021
Jaguar,XE 2.0 Turbocharged R-Sport Aut.,2022,25958,217745.0,13.8,16.2,3211,6.3,Hatchback,Premium,016044-0,2,2017
Jaguar,XE 3.0 Supercharged S 380cv Aut.,2019,84502,294224.0,11.6,16.7,4157,6.7,Hatchback,Premium,016045-8,4,2021
Jaguar,XE 3.0 Supercharged S 380cv Aut.,2022,31251,300966.0,12.3,15.4,3635,8.0,Hatchback,Premium,016045-8,3,2016
Jaguar,XF 2.0 GTDI SPORT LUXURY 240cv Aut.,2015,111719,136934.0,13.8,16.0,1729,6.6,Hatchback,Médio,016041-5,9,2019
Jaguar,XF 2.0 GTDI SPORT LUXURY 240cv Aut.,2022,29337,198900.0,12.2,16.8,3180,7.0,Hatchback,Premium,016041-5,8,2016
Jaguar,XF 2.0 GTDI SPORT PREMIUM TECH 240cv Aut,2015,120079,156727.0,11.2,13.6,4957,7.8,Hatchback,Premium,016042-3,4,2018
Jaguar,XF 2.0 GTDI SPORT PREMIUM TECH 240cv Aut,2022,25357,220666.0,13.3,13.7,3940,7.8,Hatchback,Premium,016042-3,7,2015
Jaguar,XF 2.0 GTDi Prestige 16V Aut.,2018,99174,211419.0,14.0,14.0,3416,6.8,Hatchback,Premium,016047-4,2,2020
Jaguar,XF 2.0 GTDi Prestige 16V Aut.,2022,35836,263100.0,12.8,14.1,4418,6.2,Hatchback,Premium,016047-4,4,2019
Jaguar,XF 2.0 R-SPORT  Aut.,2020,71610,327501.0,11.5,13.7,4490,6.4,Hatchback,Premium,016048-2,1,2022
Jaguar,XF 2.0 R-SPORT  Aut.,2022,28273,355284.0,12.6,17.0,4659,6.5,Hatchback,Premium,016048-2,11,2021
Jaguar,XF 2.0 Turbo 16V 240cv Aut.,2015,124577,141180.0,13.8,13.8,2384,6.7,Hatchback,Médio,016029-6,2,2022
Jaguar,XF 2.0 Turbo 16V 240cv Aut.,2022,32082,232260.0,11.5,14.6,3674,7.1,Hatchback,Premium,016029-6,7,2016
Jaguar,XF 2.0 Turbocharged Pure 250cv Aut.,2018,90934,200596.0,13.0,13.8,4399,6.5,Hatchback,Premium,016063-6,9,2021
Jaguar,XF 2.0 Turbocharged Pure 250cv Aut.,2022,25144,246085.0,11.7,16.3,3570,7.9,Hatchback,Premium,016063-6,1,2019
Jaguar,XF 3.0 Portfolio Supercharged V6 Aut.,2015,126350,232920.0,12.1,16.4,3878,7.0,Hatchback,Premium,016030-0,6,2017
Jaguar,XF 3.0 Portfolio Supercharged V6 Aut.,2022,29854,282217.0,13.6,16.3,3388,7.1,Hatchback,Premium,016030-0,12,2016
Jaguar,XF 3.0 S V6 380cv Aut.,2018,87124,303158.0,12.2,14.8,3013,6.3,Hatchback,Premium,016049-0,4,2020
Jaguar,XF 3.0 S V6 380cv Aut.,2022,28577,379271.0,13.2,16.8,3187,7.7,Hatchback,Premium,016049-0,8,2019
Jaguar,XF 3.0 V6 24V 240cv Aut.,2012,159150,123430.0,11.7,15.8,2057,7.2,Hatchback,Médio,016023-7,8,2019
Jaguar,XF 3.0 V6 24V 240cv Aut.,2022,33163,239950.0,12.3,15.9,3160,6.9,Hatchback,Premium,016023-7,10,2013
Jaguar,XF 4.2 V8 32V 300cv Aut.,2009,181268,172577.0,11.3,15.7,3738,7.1,Hatchback,Premium,016024-5,4,2013
Jaguar,XF 4.2 V8 32V 300cv Aut.,2010,176831,154859.0,12.1,16.2,3770,7.1,Hatchback,Premium,016024-5,10,2016
Jaguar,XF 4.2 V8 32V 300cv Aut.,2022,26808,310644.0,11.9,16.1,3334,7.8,Hatchback,Premium,016024-5,9,2009
Jaguar,XF 5.0 32V V8 385cv Aut.,2012,152802,260564.0,12.9,15.8,3134,6.4,Hatchback,Premium,016027-0,5,2016
Jaguar,XF 5.0 32V V8 385cv Aut.,2022,27557,382500.0,11.8,15.7,4599,6.2,Hatchback,Premium,016027-0,1,2013
Jaguar,XF SV8 4.2 V8 32V 420cv Aut.,2009,214803,110827.0,13.3,14.6,1537,6.2,Hatchback,Médio,016025-3,5,2022
Jaguar,XF SV8 4.2 V8 32V 420cv Aut.,2022,33625,363891.0,12.8,14.4,4534,8.0,Hatchback,Premium,016025-3,3,2009
Jaguar,XFR Supercharged 5.0 V8 510cv Aut.,2015,149213,329621.0,12.6,13.9,4907,6.5,Hatchback,Premium,016026-1,4,2020
Jaguar,XFR Supercharged 5.0 V8 510cv Aut.,2022,35158,455168.0,13.7,15.7,4221,7.9,Hatchback,Premium,016026-1,4,2017
Jaguar,XFR-S Supercharged 5.0 V8 550cv Aut.,2015,157843,363287.0,11.4,14.1,4255,6.8,Hatchback,Premium,016036-9,10,2019
Jaguar,XFR-S Supercharged 5.0 V8 550cv Aut.,2022,34121,553950.0,13.7,14.3,4915,6.7,Hatchback,Premium,016036-9,4,2016
Jaguar,XJ 2.0 Turbo 16V 240cv Aut.,2014,156419,287691.0,13.9,13.9,4467,7.1,Hatchback,Premium,016035-0,7,2016
Jaguar,XJ 2.0 Turbo 16V 240cv Aut.,2022,27441,339677.0,11.2,14.5,3005,6.3,Hatchback,Premium,016035-0,12,2015
Jaguar,XJ 3.0 Portfolio Supercharged V6 Aut.,2017,100536,377112.0,11.9,13.6,4829,7.8,Hatchback,Premium,016034-2,1,2020
Jaguar,XJ 3.0 Portfolio Supercharged V6 Aut.,2022,29693,475895.0,12.2,13.7,3201,7.8,Hatchback,Premium,016034-2,10,2018
Jaguar,XJ 3.0 R-Sport Supercharged V6 Aut.,2017,104878,422686.0,12.0,16.4,3962,6.3,Hatchback,Premium,016054-7,7,2019
Jaguar,XJ 3.0 R-Sport Supercharged V6 Aut.,2019,70292,447952.0,11.0,16.5,3817,7.0,Hatchback,Premium,016054-7,6,2021
Jaguar,XJ 3.0 R-Sport Supercharged V6 Aut.,2022,32859,498125.0,12.5,15.0,3301,7.5,Hatchback,Premium,016054-7,1,2019
Jaguar,XJ S.Sport Supercharged 5.0 V8 32V Aut.,2015,156452,432513.0,11.5,16.8,3346,6.7,Hatchback,Premium,016028-8,5,2018
Jaguar,XJ S.Sport Supercharged 5.0 V8 32V Aut.,2022,29319,552955.0,13.8,13.7,3610,7.7,Hatchback,Premium,016028-8,9,2014
Jaguar,XJ Super 4.2 V8 32V 400cv 4p,2009,217095,199532.0,12.1,16.9,3117,7.1,Hatchback,Premium,016018-0,2,2022
Jaguar,XJ Super 4.2 V8 32V 400cv 4p,2022,25695,453089.0,12.0,16.9,3369,6.5,Hatchback,Premium,016018-0,5,2008
Jaguar,XJ-12,1996,374227,92012.0,11.5,15.7,2225,7.8,Hatchback,Médio,016002-4,2,2001
Jaguar,XJ-12,1997,396398,69744.0,11.7,16.9,1604,7.2,Hatchback,Popular,016002-4,9,2009
Jaguar,XJ-12 Conv.,1995,365520,90295.0,13.9,15.5,2376,7.3,Hatchback,Médio,016010-5,7,2002
Jaguar,XJ-6,1997,443971,73378.0,13.9,15.6,2371,7.2,Hatchback,Popular,016001-6,8,2006
Jaguar,XJ-8 Daimler,2000,352109,71952.0,13.6,15.1,2346,7.2,Hatchback,Popular,016003-2,8,2019
Jaguar,XJ-8 Daimler,2022,28453,357335.0,13.1,15.2,3179,6.1,Hatchback,Premium,016003-2,12,2001
Jaguar,XJ-8 Executive/ Centenary 4.0,2000,404881,135652.0,11.8,14.7,1787,6.6,Hatchback,Médio,016004-0,10,2005
Jaguar,XJ-8 Executive/ Centenary 4.0,2022,35623,237083.0,11.1,16.9,3629,7.6,Hatchback,Premium,016004-0,3,2003
Jaguar,XJ-8 Executive/ SE 4.2 V8 32V 300cv 4p,2009,227910,166916.0,11.5,16.1,3047,6.7,Hatchback,Premium,016016-4,2,2017
Jaguar,XJ-8 Executive/ SE 4.2 V8 32V 300cv 4p,2022,34627,353205.0,11.3,15.6,4404,6.8,Hatchback,Premium,016016-4,10,2010
Jaguar,XJ-8 Sovereign LWB 4.0,1999,419868,83618.0,11.8,14.4,1759,6.9,Hatchback,Médio,016005-9,1,2010
Jaguar,XJR 4.2 V8 32V 400cv 4p,2009,234166,151898.0,12.1,14.2,4827,6.1,Hatchback,Premium,016017-2,11,2020
Jaguar,XJR 4.2 V8 32V 400cv 4p,2022,28263,420000.0,11.8,16.6,4925,7.3,Hatchback,Premium,016017-2,7,2009
Jaguar,XJS 4.0 24V,1995,363845,54138.0,11.3,16.9,1788,7.7,Hatchback,Popular,016011-3,1,2006
Jaguar,XJS-C 6.0 V12,1995,362267,80823.0,13.7,16.0,1882,6.3,Hatchback,Médio,016012-1,4,2009
Jaguar,XJS-C 6.0 V12,1996,361161,104770.0,12.6,15.5,2046,6.1,Hatchback,Médio,016012-1,1,2001
Jaguar,XK-8 BR Conversível / XK-8 Conversível,2001,370919,306306.0,12.6,14.9,4248,7.0,Hatchback,Premium,016008-3,8,2005
Jaguar,XK-8 BR Conversível / XK-8 Conversível,2009,222346,330945.0,13.6,15.1,4863,7.3,Hatchback,Premium,016008-3,3,2012
Jaguar,XK-8 BR Conversível / XK-8 Conversível,2010,177921,236731.0,12.9,15.3,4662,7.8,Hatchback,Premium,016008-3,7,2019
Jaguar,XK-8 BR Conversível / XK-8 Conversível,2022,27906,448101.0,12.7,15.1,3091,6.6,Hatchback,Premium,016008-3,2,2002
Jaguar,XK-8 BR Coupe/ XK-8 Coupe,2001,373179,307185.0,13.2,15.3,3880,6.9,Hatchback,Premium,016007-5,7,2004
Jaguar,XK-8 BR Coupe/ XK-8 Coupe,2009,262067,307540.0,13.0,13.9,4280,7.1,Hatchback,Premium,016007-5,4,2012
Jaguar,XK-8 BR Coupe/ XK-8 Coupe,2010,214445,214479.0,13.8,15.4,4179,7.6,Hatchback,Premium,016007-5,5,2018
Jaguar,XK-8 BR Coupe/ XK-8 Coupe,2022,29933,415070.0,11.3,13.9,3156,6.5,Hatchback,Premium,016007-5,8,2010
Jaguar,XKR Conversível 4.2/5.0 32V,2012,147750,474012.0,11.1,16.9,4455,6.1,Hatchback,Premium,016022-9,1,2017
Jaguar,XKR Conversível 4.2/5.0 32V,2022,33949,599860.0,11.5,15.3,4356,6.8,Hatchback,Premium,016022-9,4,2014
Jaguar,XKR Coupe  4.2/5.0 32V,2015,154720,367679.0,11.7,14.3,4215,7.7,Hatchback,Premium,016021-0,2,2019
Jaguar,XKR Coupe  4.2/5.0 32V,2022,29774,473857.0,12.6,13.8,4386,6.2,Hatchback,Premium,016021-0,6,2008
Jaguar,XKR-S Coupe Supercharged 5.0 32V,2015,116329,416053.0,12.2,16.4,3410,6.5,Hatchback,Premium,016037-7,2,2020
Jaguar,XKR-S Coupe Supercharged 5.0 32V,2022,35356,619500.0,11.4,14.7,3867,6.9,Hatchback,Premium,016037-7,6,2015
Jeep,COMPASS LIMITED 2.0 4x2 Flex 16V Aut.,2021,36640,160547.0,10.0,12.5,3836,6.7,SUV,Premium,017047-0,7,2022
Jeep,COMPASS LIMITED 2.0 4x2 Flex 16V Aut.,2022,34379,163363.0,9.3,13.0,4295,6.7,SUV,Premium,017047-0,2,2021
Jeep,COMPASS LIMITED T270 1.3 TB 4x2 Flex Aut,2022,28723,184486.0,9.4,12.7,4263,7.0,SUV,Premium,017070-4,8,2021
Jeep,COMPASS LONG. T270 1.3 TB 4x2 Flex Aut.,2022,30803,163646.0,10.3,12.1,4196,6.7,SUV,Premium,017071-2,8,2021
Jeep,COMPASS LONGITUDE 2.0 4x2 Flex 16V Aut.,2021,36909,144282.0,8.4,13.3,2203,7.0,SUV,Médio,017046-1,8,2022
Jeep,COMPASS LONGITUDE 2.0 4x2 Flex 16V Aut.,2022,33718,126942.0,9.0,12.3,2263,6.2,SUV,Médio,017046-1,6,2019
Jeep,COMPASS Night Eagle 2.0 4x2 Flex 16V Aut,2018,89180,103335.0,8.6,11.9,2356,7.4,SUV,Médio,017059-3,3,2021
Jeep,COMPASS Night Eagle 2.0 4x2 Flex 16V Aut,2022,29304,118188.0,9.5,11.5,2432,7.3,SUV,Médio,017059-3,6,2019
Jeep,COMPASS S 1.3 TB 4XE Aut. (Hybrido),2022,31847,365595.0,10.5,12.1,3072,6.6,SUV,Premium,017089-5,5,2022
Jeep,COMPASS S T270 1.3 TB 4x2 Flex Aut.,2022,27787,222828.0,10.2,12.0,3995,6.1,SUV,Premium,017074-7,7,2022
Jeep,COMPASS SPORT 2.0 16V 156cv 5p,2015,133620,53931.0,9.3,11.3,1723,6.3,SUV,Popular,017028-3,7,2020
Jeep,COMPASS SPORT 2.0 16V 156cv 5p,2022,28187,99585.0,10.6,13.4,2132,6.5,SUV,Médio,017028-3,4,2012
Jeep,COMPASS SPORT 2.0 4x2 Flex 16V Aut.,2021,46054,137139.0,8.0,11.1,2483,6.8,SUV,Médio,017048-8,6,2022
Jeep,COMPASS SPORT 2.0 4x2 Flex 16V Aut.,2022,29806,141572.0,8.6,12.6,2394,7.0,SUV,Médio,017048-8,11,2021
Jeep,COMPASS SPORT 2.0 4x4 flex 16V Aut.,2018,101592,89256.0,9.4,11.2,2432,7.2,SUV,Médio,017058-5,11,2020
Jeep,COMPASS SPORT 2.0 4x4 flex 16V Aut.,2022,33824,118449.0,8.4,13.0,2208,7.0,SUV,Médio,017058-5,6,2018
Jeep,COMPASS SPORT T270 1.3 TB 4x2 Flex Aut.,2022,25042,152249.0,8.3,12.9,4353,7.0,SUV,Premium,017072-0,10,2021
Jeep,COMPASS T270 80 Anos 1.3 TB 4x2 Flex Aut,2022,35718,185215.0,10.8,11.2,4993,7.2,SUV,Premium,017073-9,1,2022
Jeep,Cherokee Country 4.0 V6 4x4,1993,426982,26301.0,13.6,17.0,2033,7.3,Hatchback,Popular,017009-7,2,2001
Jeep,Cherokee Country 4.0 V6 4x4,1994,427425,19982.0,12.7,14.5,2499,7.0,Hatchback,Popular,017009-7,8,2007
Jeep,Cherokee Limited 3.2 4x4 V6 Aut.,2015,121711,107258.0,13.9,13.6,2252,6.8,Hatchback,Médio,017031-3,4,2021
Jeep,Cherokee Limited 3.2 4x4 V6 Aut.,2022,31279,189720.0,12.1,16.4,3380,7.2,Hatchback,Premium,017031-3,6,2016
Jeep,Cherokee Limited 3.7 4x4 V6 12V Aut.,2012,181949,69978.0,12.2,14.4,2461,7.3,Hatchback,Popular,017022-4,2,2018
Jeep,Cherokee Limited 3.7 4x4 V6 12V Aut.,2022,25299,122650.0,13.6,15.8,2336,7.4,Hatchback,Médio,017022-4,4,2011
Jeep,Cherokee Longitude 3.2 4x4 V6 Aut.,2015,136091,115997.0,13.9,15.3,1990,7.1,Hatchback,Médio,017032-1,5,2019
Jeep,Cherokee Longitude 3.2 4x4 V6 Aut.,2022,24271,188000.0,13.6,16.1,4816,6.2,Hatchback,Premium,017032-1,8,2015
Jeep,Cherokee Rubicon 4.0 V6 4x4,1998,465609,24207.0,12.6,15.1,2022,7.1,Hatchback,Popular,017010-0,7,2017
Jeep,Cherokee Sport  4.0 Mec./Aut.,2001,396080,38434.0,12.1,16.5,2275,7.2,Hatchback,Popular,017004-6,7,2022
Jeep,Cherokee Sport  4.0 Mec./Aut.,2022,27013,58344.0,11.1,13.7,1525,6.2,Hatchback,Popular,017004-6,12,2002
Jeep,Cherokee Sport 3.7 4x4 V6 12V Aut.,2012,152548,62022.0,11.5,14.2,1916,6.9,Hatchback,Popular,017015-1,10,2017
Jeep,Cherokee Sport 3.7 4x4 V6 12V Aut.,2022,32734,105236.0,12.5,15.7,1539,6.2,Hatchback,Médio,017015-1,10,2011
Jeep,Cherokee Trailhawk 3.2 4x4 V6 Aut.,2015,137555,129125.0,13.2,15.1,2494,7.2,Hatchback,Médio,017039-9,3,2020
Jeep,Cherokee Trailhawk 3.2 4x4 V6 Aut.,2022,35412,198966.0,13.1,15.9,3537,7.1,Hatchback,Premium,017039-9,10,2016
Jeep,Commander Limited 5.7 326cv 5p,2006,259177,77107.0,12.8,16.3,2351,6.7,Hatchback,Popular,017017-8,8,2013
Jeep,Commander Limited 5.7 326cv 5p,2022,30704,180448.0,12.5,14.1,3154,6.9,Hatchback,Premium,017017-8,12,2007
Jeep,Commander Limited T270 1.3 TB Flex Aut.,2022,28782,204139.0,13.7,14.3,3689,6.9,Hatchback,Premium,017081-0,10,2021
Jeep,Commander Overland T270 1.3 TB Flex Aut.,2022,32323,251487.0,13.7,13.6,4390,6.9,Hatchback,Premium,017082-8,5,2022
Jeep,Grand Cherokee Laredo 2.7 I-5 TB Dies.,2004,358393,124366.0,12.5,15.9,1757,6.7,Hatchback,Médio,017014-3,10,2007
Jeep,Grand Cherokee Laredo 2.7 I-5 TB Dies.,2022,33718,196060.0,13.7,16.1,4318,6.1,Hatchback,Premium,017014-3,5,2005
Jeep,Grand Cherokee Laredo 3.6 4x4 V6 Aut.,2015,129192,113896.0,13.8,16.7,2377,7.3,Hatchback,Médio,017025-9,8,2020
Jeep,Grand Cherokee Laredo 3.6 4x4 V6 Aut.,2022,33017,158616.0,12.8,16.8,4209,6.8,Hatchback,Premium,017025-9,6,2013
Jeep,Grand Cherokee Laredo 4.0 Aut.,2001,349528,71961.0,11.1,15.4,1702,6.6,Hatchback,Popular,017001-1,1,2008
Jeep,Grand Cherokee Laredo 4.0 Aut.,2022,27214,87113.0,11.7,14.6,2393,6.5,Hatchback,Médio,017001-1,10,2001
Jeep,Grand Cherokee Lim. 75 anos 3.6 4x4 Aut.,2016,121215,184827.0,12.1,16.7,3659,7.1,Hatchback,Premium,017050-0,9,2020
Jeep,Grand Cherokee Lim. 75 anos 3.6 4x4 Aut.,2022,26138,279900.0,11.5,15.5,3187,6.4,Hatchback,Premium,017050-0,11,2017
Jeep,Grand Cherokee Limit.4.7 Quad.Drive Aut.,2001,368284,31422.0,11.7,14.5,2018,7.1,Hatchback,Popular,017011-9,10,2020
Jeep,Grand Cherokee Limit.4.7 Quad.Drive Aut.,2022,33117,132982.0,13.0,13.8,2214,6.8,Hatchback,Médio,017011-9,2,2001
Jeep,Grand Cherokee Limited 3.0 TB Dies. Aut,2022,35042,178924.0,12.4,15.7,4168,6.7,Hatchback,Premium,017021-6,1,2010
Jeep,Grand Cherokee Limited 3.6 4x4 V6 Aut.,2018,96395,232520.0,13.5,16.7,4909,7.1,Hatchback,Premium,017024-0,4,2021
Jeep,Grand Cherokee Limited 3.6 4x4 V6 Aut.,2022,27455,278816.0,13.6,16.8,3264,6.9,Hatchback,Premium,017024-0,4,2020
Jeep,Grand Cherokee Limited 4.7,2000,383655,97116.0,11.5,13.7,1861,6.2,Hatchback,Médio,017006-2,11,2001
Jeep,Grand Cherokee Limited 4.7,2009,222122,58461.0,11.6,14.8,1537,6.9,Hatchback,Popular,017006-2,6,2019
Jeep,Grand Cherokee Limited 4.7,2022,30831,169120.0,12.2,15.9,3352,7.5,Hatchback,Premium,017006-2,10,2002
Jeep,Grand Cherokee Limited 5.2 Aut.,2000,377633,34293.0,11.0,13.6,2111,6.6,Hatchback,Popular,017002-0,8,2013
Jeep,Grand Cherokee Limited 5.2 Aut.,2022,25473,95689.0,13.5,14.2,1795,7.2,Hatchback,Médio,017002-0,4,2002
Jeep,Grand Cherokee Limited 5.7 326cv,2006,232587,65454.0,12.2,16.5,1912,6.1,Hatchback,Popular,017016-0,8,2013
Jeep,Grand Cherokee Limited 5.7 326cv,2022,25301,182319.0,12.5,15.3,3135,6.4,Hatchback,Premium,017016-0,6,2007
Jeep,Grand Cherokee Limited LX 5.9,1999,350287,47318.0,13.2,14.6,2485,6.0,Hatchback,Popular,017005-4,7,2006
Jeep,Grand Cherokee Nova Limited 4.7,2000,431895,33050.0,12.3,14.6,1863,7.4,Hatchback,Popular,017008-9,10,2011
Jeep,Grand Cherokee Nova Limited 4.7,2022,30709,109956.0,12.5,14.5,1779,6.2,Hatchback,Médio,017008-9,1,2002
Jeep,Grand Cherokee Overland 5.7 326cv,2009,198161,104915.0,13.5,15.9,1947,7.3,Hatchback,Médio,017019-4,2,2016
Jeep,Grand Cherokee Overland 5.7 326cv,2022,25046,198874.0,11.6,16.8,3225,6.6,Hatchback,Premium,017019-4,8,2009
Jeep,Grand Cherokee SRT8 6.1 V8 16V 432cv Aut,2010,246967,127599.0,11.6,13.9,2281,6.4,Hatchback,Médio,017018-6,1,2018
Jeep,Grand Cherokee SRT8 6.1 V8 16V 432cv Aut,2022,33034,242560.0,13.5,17.0,3860,6.6,Hatchback,Premium,017018-6,4,2007
Jeep,Renegade 1.8 4x2 Flex 16V Mec.,2017,85311,61798.0,10.4,13.3,2492,6.5,SUV,Popular,017040-2,4,2019
Jeep,Renegade 1.8 4x2 Flex 16V Mec.,2018,98100,61329.0,8.6,12.6,2291,6.3,SUV,Popular,017040-2,11,2020
Jeep,Renegade 1.8 4x2 Flex 16V Mec.,2022,27495,69678.0,9.8,11.6,2230,6.2,SUV,Popular,017040-2,12,2015
Jeep,Renegade 75 Anos 1.8 4X2 Flex 16V Aut.,2017,102756,87900.0,9.0,12.5,1939,7.0,SUV,Médio,017043-7,12,2021
Jeep,Renegade 75 Anos 1.8 4X2 Flex 16V Aut.,2022,29861,88258.0,9.5,11.7,1661,7.3,SUV,Médio,017043-7,7,2017
Jeep,Renegade Custom 1.8 4x2 Flex 16V Mec.,2018,77578,73806.0,10.3,12.8,1606,7.2,SUV,Popular,017054-2,11,2021
Jeep,Renegade Custom 1.8 4x2 Flex 16V Mec.,2022,24555,73659.0,8.4,10.7,2037,7.1,SUV,Popular,017054-2,9,2018
Jeep,Renegade Lim. Edit. 1.8 4x2 Flex 16V Aut,2017,115570,67637.0,8.5,12.9,2176,6.1,SUV,Popular,017041-0,3,2020
Jeep,Renegade Lim. Edit. 1.8 4x2 Flex 16V Aut,2022,28518,101699.0,10.9,12.6,2072,6.8,SUV,Médio,017041-0,8,2017
Jeep,Renegade Limited 1.8 4x2 Flex 16V Aut.,2022,32963,116692.0,8.7,13.3,1922,7.3,SUV,Médio,017053-4,11,2020
Jeep,Renegade Long. T270 1.3 TB 4x2 Flex Aut.,2022,35326,142739.0,10.8,11.5,1850,6.5,SUV,Médio,017088-7,4,2022
Jeep,Renegade Longitude 1.8 4x2 Flex 16V Aut.,2022,29889,91417.0,8.5,11.0,1833,6.5,SUV,Médio,017035-6,5,2017
Jeep,Renegade Night Eagle 1.8 4x2  Flex Aut.,2018,103311,80526.0,10.3,13.0,2390,6.5,SUV,Médio,017055-0,8,2019
Jeep,Renegade Night Eagle 1.8 4x2  Flex Aut.,2022,34039,96469.0,9.0,12.2,2146,7.5,SUV,Médio,017055-0,6,2018
Jeep,Renegade S T270 1.3 TB 4x4 Flex Aut.,2022,24217,175441.0,9.8,11.5,4528,7.3,SUV,Premium,017087-9,8,2022
Jeep,Renegade STD 1.8 4x2 Flex 16v Aut.,2022,30388,77898.0,10.6,13.3,2280,7.1,SUV,Popular,017067-4,3,2020
Jeep,Renegade Sport 1.8 4x2 Flex 16V Aut.,2022,24077,81200.0,10.6,11.5,1733,6.6,SUV,Médio,017034-8,11,2015
Jeep,Renegade Sport 1.8 4x2 Flex 16V Mec.,2019,81507,85980.0,9.8,10.4,2217,6.0,SUV,Médio,017033-0,7,2022
Jeep,Renegade Sport 1.8 4x2 Flex 16V Mec.,2022,32885,79797.0,8.6,13.4,1843,7.0,SUV,Popular,017033-0,2,2017
Jeep,Renegade Sport T270 1.3 TB 4x2 Flex Aut.,2022,29056,133250.0,10.9,12.2,2295,6.8,SUV,Médio,017085-2,8,2022
Jeep,Renegade Trailhawk T270 1.3 TB Flex Aut.,2022,28856,171703.0,10.3,10.9,4692,6.1,SUV,Premium,017086-0,3,2022
Jeep,Renegade Willys 2.0 4x4 TB Diesel Aut.,2022,31077,146990.0,9.7,10.9,2199,6.1,SUV,Médio,017065-8,5,2019
Jeep,Renegade1.8 4x2 Flex 16V Aut.,2021,49983,96502.0,8.3,12.7,1696,7.2,SUV,Médio,017062-3,5,2022
Jeep,Renegade1.8 4x2 Flex 16V Aut.(PCD),2022,35984,69699.0,8.8,10.9,2073,6.7,SUV,Popular,017062-3,10,2018
Jeep,Wrangler 4.0/Sport 4.0,2001,289153,49659.0,13.3,16.2,1561,6.4,Hatchback,Popular,017003-8,4,2006
Jeep,Wrangler 4.0/Sport 4.0,2022,32871,67751.0,11.5,14.2,1990,7.0,Hatchback,Popular,017003-8,7,2001
Jeep,Wrangler RUBICON 2.0 Turbo 4x4 4p Aut.,2022,33225,445824.0,12.4,15.4,4515,7.4,Hatchback,Premium,017068-2,7,2021
Jeep,Wrangler SAHARA 2.0 4x4 271cv 2p Aut.,2022,24758,353855.0,12.9,14.2,3454,7.0,Hatchback,Premium,017064-0,3,2021
Jeep,Wrangler SAHARA 3.8 V6 199cv 2p,2011,226954,73177.0,12.0,16.1,2418,7.1,Hatchback,Popular,017026-7,7,2016
Jeep,Wrangler SAHARA 3.8 V6 199cv 2p,2022,31693,95703.0,12.2,16.0,1658,6.9,Hatchback,Médio,017026-7,6,2012
Jeep,Wrangler SAHARA Overland 2.0 4x4 4p Aut.,2022,24751,398788.0,11.5,14.0,4306,6.2,Hatchback,Premium,017063-1,8,2021
Jeep,Wrangler Sport 3.6 V6 284cv 2p,2018,83688,248000.0,12.0,16.9,4886,6.9,Hatchback,Premium,017029-1,7,2021
Jeep,Wrangler Sport 3.6 V6 284cv 2p,2022,29153,178100.0,13.5,17.0,4120,6.2,Hatchback,Premium,017029-1,8,2017
Jeep,Wrangler Sport 3.8 V6 199cv,2011,185362,99861.0,13.9,13.8,2260,6.5,Hatchback,Médio,017020-8,2,2014
Jeep,Wrangler Sport 3.8 V6 199cv,2022,31199,109673.0,11.3,14.5,1799,6.4,Hatchback,Médio,017020-8,2,2010
Jeep,Wrangler Unlimited 75 Anos 3.6 V6 284cv,2016,131335,182705.0,11.6,14.2,4280,6.1,Hatchback,Premium,017049-6,8,2019
Jeep,Wrangler Unlimited 75 Anos 3.6 V6 284cv,2022,26310,229495.0,13.7,14.7,4683,7.1,Hatchback,Premium,017049-6,11,2017
Jeep,Wrangler Unlimited 80 Anos 2.0 TB 4p ,2022,24978,395735.0,13.4,14.6,3320,6.6,Hatchback,Premium,017079-8,10,2021
